id,gen,sp,grp,en,rec,cnt,loc,lat,lon,q,length,type,rmk,file-name,date,file_path,date_iso,length_seconds
604416,Chloropsis,lazulina,birds,Greyish-crowned Leafbird,Teus Luijendijk,Vietnam,Bach Ma National Park ,16.2,107.8667,C,0:18,song,,XC604416-20000427Orange-belliedLeafbirdTLC23B429.mp3,2000-04-27,..\data\amazonas_audio\XC604416-Chloropsis-lazulina.mp3,2000-04-27,18
595548,Bubo,milesi,birds,Arabian Eagle-Owl,Micha Luhn,Oman,"Wadi Darbat, Dhofar",17.1024,54.45,C,0:06,call,"Same individuum as in **XC595546**
A distant call in the rocks.
orig: 29 s  48 kHz  16 bit  wav
mp3:  6 s  320 Kb/s
setup: Sennheiser MKE 400 + dead cat +Samsung Galaxy A510 ""Bat recorder""-App by Bill Kraus",XC595548-evtl_Uhu-C_ML_20171225_190117.mp3,2017-12-25,..\data\amazonas_audio\XC595548-Bubo-milesi.mp3,2017-12-25,6
595546,Bubo,milesi,birds,Arabian Eagle-Owl,Micha Luhn,Oman,"Wadi Darbat, Dhofar",17.1024,54.45,C,0:06,call,"A distant call in the rocks.
orig: 29 s  48 kHz 16 bit wav
mp3:  6 s  320 Kb/s
setup: Sennheiser MKE 400 + dead cat +Samsung Galaxy A510 ""Bat recorder""-App by Bill Kraus",XC595546-evtl_Uhu-C_ML_20171225_190044.mp3,2017-12-25,..\data\amazonas_audio\XC595546-Bubo-milesi.mp3,2017-12-25,6
586742,Gallinago,magellanica,birds,Magellanic Snipe,Juanjo Soto,Chile,"Natales, Ultima Esperanza, Magallanes y la Antártica Chilena",-51.6864,-72.5099,C,0:18,"flight call, non verbal sound made it on display",Bird in flight. At that moment just making displays during the afternoon and very active during the night.,XC586742-Gallinago paraguaiae magellanicus_01092020_2206_nonvocal song.mp3,2020-09-01,..\data\amazonas_audio\XC586742-Gallinago-magellanica.mp3,2020-09-01,18
578391,Pitta,concinna,birds,Ornate Pitta,Okamoto Keita Sin,Indonesia,"Kerandangan National Park, Lombok",-8.476927,116.05606,C,0:01,call,,"XC578391-Pitta, Elegant_2019-08-03_1635_Indonesia_Lombok.mp3",2019-08-03,..\data\amazonas_audio\XC578391-Pitta-concinna.mp3,2019-08-03,1
572865,Pyrrhula,owstoni,birds,Taiwan Bullfinch,Sunny Tseng,Taiwan,Mount Sylvia,24.3858,121.2977,C,0:12,call,,XC572865-200622_2677_GRBU.mp3,2020-06-22,..\data\amazonas_audio\XC572865-Pyrrhula-owstoni.mp3,2020-06-22,12
572779,Saltator,grandis,birds,Cinnamon-bellied Saltator,Efraín Octavio,Mexico,"San Patricio, Cihuatlán, Jalisco",19.2253,-104.7154,C,0:17,song,,XC572779-Saltator caerulescens 03 05 2020.mp3,2020-05-03,..\data\amazonas_audio\XC572779-Saltator-grandis.mp3,2020-05-03,17
570880,Scytalopus,androstictus,birds,Loja Tapaculo,Peter de Rouw,Ecuador,"Cerro Toledo, Podocarpus NP, Loja",-4.3777,-79.1122,C,0:05,song,Only part of song recorded. See also <https://observation.org/waarneming/view/194461764>.,XC570880-200204_0592_ParamoTapaculo_song_CerroToledo_Podocarpus_20200204_0824.mp3,2020-02-04,..\data\amazonas_audio\XC570880-Scytalopus-androstictus.mp3,2020-02-04,5
552670,Sterrhoptilus,affinis,birds,Calabarzon Babbler,Joshua Bergmark,Philippines,"Real, Quezon, Calabarzon",14.5633,121.4968,C,0:20,call,Small group moving with feeding flock just in from the road.,XC552670-BERGMARK Black-crowned Babbler.mp3,2020-01-31,..\data\amazonas_audio\XC552670-Sterrhoptilus-affinis.mp3,2020-01-31,20
548893,Pyriglena,maura,birds,Western Fire-eye,Jorge L. Peña,Colombia,"Cañón alto río Guachicos, Vda. Porvenir, Pitalito, Huila",1.7135,-76.257,C,0:17,song,,XC548893-P. leuconota.mp3,2020-04-06,..\data\amazonas_audio\XC548893-Pyriglena-maura.mp3,2020-04-06,17
546704,Grallaria,saturata,birds,Equatorial Antpitta,Yair Guillermo Molina Martínez.,Colombia,"La línea, Cajamarca, Tolima - camino desde el corregimiento de Toche",4.5527,-75.5162,C,0:19,song,,XC546704-G rufula sep 2018.mp3,2018-09-20,..\data\amazonas_audio\XC546704-Grallaria-saturata.mp3,2018-09-20,19
543592,Petroica,polymorpha,birds,Solomons Robin,Iain Woxvold,Papua New Guinea,"Aiope headwaters, Kunua District, Autonomous Region of Bougainville",-5.78146,154.87547,C,0:02,song,,XC543592-Petroica pusilla septentrionalis_pcm_1550m_191031_18.mp3,2018-10-31,..\data\amazonas_audio\XC543592-Petroica-polymorpha.mp3,2018-10-31,2
530841,Chloropsis,lazulina,birds,Greyish-crowned Leafbird,lchunfai,China,Hong Kong,22.2561,114.1857,C,0:04,alarm call,,XC530841-Orange-bellied Leafbird 20200223 .mp3,2020-02-23,..\data\amazonas_audio\XC530841-Chloropsis-lazulina.mp3,2020-02-23,4
517320,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Suni camp, Chita Forest, southern Udzungwa Scarp",-8.4935,35.9031,C,0:09,call,Volume increase,XC517320-2019_07_20_TIME_15_31_08_plus_00m00s_PaleBreastedIlladopsis_call_VolUp.mp3,2019-07-20,..\data\amazonas_audio\XC517320-Illadopsis-distans.mp3,2019-07-20,9
516660,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Suni camp, Chita Forest, southern Udzungwa Scarp",-8.4935,35.9031,C,0:08,call,"Volume increase applied using Audacity. Also, applied a Stop band filter.",XC516660-2019_07_08_TIME_16_40_16_plus_02m44s_PaleBreastedIlladopsis_call_VolUp_StopBandFilter.mp3,2019-07-08,..\data\amazonas_audio\XC516660-Illadopsis-distans.mp3,2019-07-08,8
516659,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Suni camp, Chita Forest, southern Udzungwa Scarp",-8.4935,35.9031,C,0:11,call,"Volume increase applied using Audacity. Also, have cut away species.",XC516659-2019_07_08_TIME_16_40_16_plus_02m26s_PaleBreastedIlladopsis_call_VolUp_HaveCutAway_sp.mp3,2019-07-08,..\data\amazonas_audio\XC516659-Illadopsis-distans.mp3,2019-07-08,11
516658,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Suni camp, Chita Forest, southern Udzungwa Scarp",-8.4935,35.9031,C,0:08,call,Volume increase,XC516658-2019_07_08_TIME_16_40_16_plus_02m02s_PaleBreastedIlladopsis_call_VolUp.mp3,2019-07-08,..\data\amazonas_audio\XC516658-Illadopsis-distans.mp3,2019-07-08,8
516588,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Suni camp, Chita Forest, southern Udzungwa Scarp",-8.4935,35.9031,C,0:12,"call, song",Volume increase,XC516588-2019_07_08_TIME_06_16_12_plus_01h03m16s_PaleBreastedIlladopsis_call_and_song_VolUpHighPass.mp3,2019-07-08,..\data\amazonas_audio\XC516588-Illadopsis-distans.mp3,2019-07-08,12
515023,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Dibililo camp, Mafwemiro forest, Mpwapwa, Dodoma Region",-6.8714,36.5742,C,0:13,call,Volume increase and high pass applied using Audacity.,XC515023-2019_06_12_TIME_06_26_48_plus_38m40s_PaleBreastedIlladopsis_call_VolUpHighPass.mp3,2019-06-12,..\data\amazonas_audio\XC515023-Illadopsis-distans.mp3,2019-06-12,13
514472,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Dibililo camp, Mafwemiro forest, Mpwapwa, Dodoma Region",-6.8714,36.5742,C,0:17,call,Volume increase and high pass applied using Audacity.,XC514472-2019_06_07_TIME_08_27_12_plus_10m47s_PaleBreastedIlladopsis_call_VolUpHighPass.mp3,2019-06-07,..\data\amazonas_audio\XC514472-Illadopsis-distans.mp3,2019-06-07,17
514442,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Dibililo camp, Mafwemiro forest, Mpwapwa, Dodoma Region",-6.8714,36.5742,C,0:15,song,Volume increase and high pass applied using Audacity.,XC514442-2019_06_07_TIME_08_00_34_plus_00m10s_PaleBreastedIlladopsis_song_VolUpHighPass.mp3,2019-06-07,..\data\amazonas_audio\XC514442-Illadopsis-distans.mp3,2019-06-07,15
514372,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Dibililo camp, Mafwemiro forest, Mpwapwa, Dodoma Region",-6.8714,36.5742,C,0:04,call,Volume increase and high pass applied using Audacity.,XC514372-2019_06_04_TIME_07_24_26_plus_00m34s_PaleBreastedIlladopsis_3Birds_call_VolUpHighPass.mp3,2019-06-04,..\data\amazonas_audio\XC514372-Illadopsis-distans.mp3,2019-06-04,4
514326,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Dibililo camp, Mafwemiro forest, Mpwapwa, Dodoma Region",-6.8714,36.5742,C,0:17,call,Volume increase and high pass applied using Audacity.,XC514326-2019_06_04_TIME_06_31_58_plus_02m19s_PaleBreastedIlladopsis_call_VolUpHighPass.mp3,2019-06-04,..\data\amazonas_audio\XC514326-Illadopsis-distans.mp3,2019-06-04,17
514318,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Dibililo camp, Mafwemiro forest, Mpwapwa, Dodoma Region",-6.8714,36.5742,C,0:06,call,To nght rest,XC514318-2019_06_03_TIME_18_33_12_plus_00m01s_PaleBreastedIlladopsis_to_Night-rest_cal_VolUpHighPass.mp3,2019-06-03,..\data\amazonas_audio\XC514318-Illadopsis-distans.mp3,2019-06-03,6
514217,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Dibililo camp, Mafwemiro forest, Mpwapwa, Dodoma Region",-6.8714,36.5742,C,0:09,song,,XC514217-2019_06_03_TIME_06_45_22_plus_01m24s_PaleBreastedIlladopsis_song_VolUpHighPass.mp3,2019-06-03,..\data\amazonas_audio\XC514217-Illadopsis-distans.mp3,2019-06-03,9
508249,Bubo,milesi,birds,Arabian Eagle-Owl,Alain Malengreau,Oman,"رعد, Dhofar Governorate",17.1863,54.0821,C,0:03,song,Not Filtered.,XC508249-Grand-duc africain.mp3,2019-11-18,..\data\amazonas_audio\XC508249-Bubo-milesi.mp3,2019-11-18,3
485257,Saltator,grandis,birds,Cinnamon-bellied Saltator,Mario Reyes Jr,Honduras,"Tegucigalpa, Departamento de Francisco Morazán",14.0879,-87.1675,C,0:08,song,Recorded with my Huawei P10 Rec Forge II app at 44Khz/16 bit,XC485257-Saltator Coerulescens.mp3,0000-00-00,..\data\amazonas_audio\XC485257-Saltator-grandis.mp3,,8
476259,Chloropsis,moluccensis,birds,Blue-winged Leafbird,Laura Berman,Singapore,Central Catchment Area,1.3518,103.8067,C,0:12,song,A pair of Blue-winged leafbirds at Jelutung Tower (male and female). Vocalization is by the male.,XC476259-blue winged leafbird.mp3,2019-03-25,..\data\amazonas_audio\XC476259-Chloropsis-moluccensis.mp3,2019-03-25,12
471099,Grallaria,cochabambae,birds,Bolivian Antpitta,Rolf A. de By,Bolivia,"Cotapata Trail (behind the petrol station), La Paz",-16.283,-67.883,C,0:06,song,"With Sjoerd Mayer.

See [full trip report](https://www.cloudbirders.com/tripreport/show/25358/37956)",XC471099-Bolivia1991b_19911226_RufousAntpitta_song_14.mp3,1991-12-26,..\data\amazonas_audio\XC471099-Grallaria-cochabambae.mp3,1991-12-26,6
465823,Pyriglena,maura,birds,Western Fire-eye,Charlie Vogt,Ecuador,"Reserva Maycu, Nangaritza, Provincia de Zamora Chinchipe",-4.2569,-78.6489,C,0:16,"call, song",unseen,XC465823-R37_0112 Unid.mp3,2014-02-18,..\data\amazonas_audio\XC465823-Pyriglena-maura.mp3,2014-02-18,16
453851,Prinia,lepida,birds,Delicate Prinia,Leons Mathew Abraham,India,"Burha Mayang Par, Kamrup, Assam",26.2539,91.9132,C,0:19,song,,XC453851-gracefulprinia.mp3,2019-01-26,..\data\amazonas_audio\XC453851-Prinia-lepida.mp3,2019-01-26,19
449937,Gallinago,magellanica,birds,Magellanic Snipe,Peter Boesman,Chile,"Laguna Sofia, Puerto Natales, XII Región",-51.527087,-72.654529,C,0:18,song,Ground song,XC449937-LS100898 Magellanic Snipe song C.mp3,2018-12-13,..\data\amazonas_audio\XC449937-Gallinago-magellanica.mp3,2018-12-13,18
446971,Chloropsis,moluccensis,birds,Blue-winged Leafbird,Albert Lastukhin,Thailand,"Tambon Mae Win, Amphoe Mae Wang, Chang Wat Chiang Mai",18.6702,98.6417,C,0:10,song,,"XC446971-Chloropsis cochinchinensis 1104_154045,8.MP3",2018-11-04,..\data\amazonas_audio\XC446971-Chloropsis-moluccensis.mp3,2018-11-04,10
441196,Euphonia,godmani,birds,West Mexican Euphonia,Richard E. Webster,Mexico,"Arroyo La Aduana, Álamos, Sonora",27.0303,-109.0146,C,0:03,call,not seen; seen in the area but not making the vocalization;,XC441196-EUPHONI_Scrub_c 1x La Aduana 600m 072318 0855.mp3,2018-07-23,..\data\amazonas_audio\XC441196-Euphonia-godmani.mp3,2018-07-23,3
423078,Pycnonotus,leucops,birds,Pale-faced Bulbul,Hans Groot,Malaysia,"Mount Kinabalu power station, Sabah, Borneo ",6.0292,116.5473,C,0:07,song,"Pale-faced Bulbul, from viewing platform above the Timpohon Gate",XC423078-Pale-faced Bulbul 020318 Kinabalu.mp3,2018-02-18,..\data\amazonas_audio\XC423078-Pycnonotus-leucops.mp3,2018-02-18,7
417902,Locustella,musculus,birds,Seram Bush Warbler,Ross Gallardy,Indonesia,"Seram Utara, Kabupaten Maluku Tengah, Maluku",-3.1692,129.4714,C,0:03,song,,XC417902-SeramBushWarbler_Seram_song5.mp3,2017-08-30,..\data\amazonas_audio\XC417902-Locustella-musculus.mp3,2017-08-30,3
416030,Saltator,olivascens,birds,Olivaceous Saltator,Antonio David Riaño Cortés,Colombia,"Cambao, San Juan de Rio Seco, Cundinamarca",4.9097,-74.738,C,0:20,song,"Zona de arbustos, a las afueras del pueblo de Cambao, cerca de potreros. Relativamente cerca del río Magdalena (menos de 1 km).",XC416030-Cambao 2018 03 27 ii.mp3,2018-03-27,..\data\amazonas_audio\XC416030-Saltator-olivascens.mp3,2018-03-27,20
398811,Merops,viridissimus,birds,African Green Bee-eater,Bram Piot,Senegal,"Foret de Bokhol, Dagana",16.529,-15.4237,C,0:06,call,,XC398811-GreenBeeeater_Bokhol_180105_2545_edited.mp3,2018-01-05,..\data\amazonas_audio\XC398811-Merops-viridissimus.mp3,2018-01-05,6
390736,Merops,viridissimus,birds,African Green Bee-eater,Étienne Leroy,Burkina Faso,"Koudougou, Centre-Ouest",12.2284,-2.3554,C,0:01,flight call,,XC390736-171024-Guepier d'Orient@Koudougou.mp3,2017-10-24,..\data\amazonas_audio\XC390736-Merops-viridissimus.mp3,2017-10-24,1
378623,Polioptila,bilineata,birds,White-browed Gnatcatcher,Albert Lastukhin,Costa Rica,"Sámara, Provincia de Guanacaste",9.8799,-85.5309,C,0:10,song,,"XC378623-Polioptila plumbea 34-19.01.2017, Samara,Pacifig coast,16-30,11f.MP3",2017-01-19,..\data\amazonas_audio\XC378623-Polioptila-bilineata.mp3,2017-01-19,10
362112,Ducula,cuprea,birds,Malabar Imperial Pigeon,Vivek Puliyeri,India,"Kakkadampoyil, Malappuram, Kerala",11.3362,76.1102,C,0:02,call,,XC362112-Mountain Imperial Pigeon_Kakkadampoyil_20170319_095905.mp3,2017-03-19,..\data\amazonas_audio\XC362112-Ducula-cuprea.mp3,2017-03-19,2
360009,Pomatorhinus,bornensis,birds,Sunda Scimitar Babbler,Peter Boesman,Malaysia,"Danum Valley, Sabah, Borneo",4.98029,117.844002,C,0:19,call,,XC360009-LS104603 Chestnut-backed Scimitar-babbler call C.mp3,2017-02-17,..\data\amazonas_audio\XC360009-Pomatorhinus-bornensis.mp3,2017-02-17,19
323011,Larus,brachyrhynchus,birds,Short-billed Gull,Peter Boesman,United States,"Denali NP entrance road, Denali, Alaska",63.719,-148.967,C,0:10,call,,XC323011-LS_52355 DINALI NP Mew Gull call C.mp3,2016-06-07,..\data\amazonas_audio\XC323011-Larus-brachyrhynchus.mp3,2016-06-07,10
321483,Basileuterus,delattrii,birds,Chestnut-capped Warbler,Alfonso Auerbach,Honduras,"El Tizatillo, near Tegucigalpa",13.9641,-87.1881,C,0:05,song,,XC321483-160611_002 rufous capped warbler.MP3,2016-06-11,..\data\amazonas_audio\XC321483-Basileuterus-delattrii.mp3,2016-06-11,5
319116,Polioptila,bilineata,birds,White-browed Gnatcatcher,Jacob R. Saucier,Belize,Cayo; Moonracer Farm,17.0853,-88.9827,C,0:12,song,"About 80% sure (matches behavior and sound of one seen days previously in the same area).

Field Number: BZ2016 JRS 089",XC319116-BZ2016 JRS 089_xc.mp3,2016-05-12,..\data\amazonas_audio\XC319116-Polioptila-bilineata.mp3,2016-05-12,12
301209,Basileuterus,delattrii,birds,Chestnut-capped Warbler,Alfonso Auerbach,Honduras,Reserva Biológica Yerbabuena (south side),14.0969,-87.4592,C,0:19,call,,XC301209-160123_1784 rufous capped warbler.MP3,2016-01-24,..\data\amazonas_audio\XC301209-Basileuterus-delattrii.mp3,2016-01-24,19
300464,Merops,lafresnayii,birds,Ethiopian Bee-eater,Peter Boesman,Ethiopia,Gibe gorge area,8.232675,37.578772,C,0:07,"call, song, call and song",,XC300464-LS_50867 Blue-breasted Bee-eater call and song C.mp3,2015-12-19,..\data\amazonas_audio\XC300464-Merops-lafresnayii.mp3,2015-12-19,7
300462,Merops,lafresnayii,birds,Ethiopian Bee-eater,Peter Boesman,Ethiopia,South of Yabello,4.52945,38.265777,C,0:04,call,ID certainty 80%. Either this species or Little Bee-eater.,XC300462-LS_50566 Blue-breasted bee-eater Q call C.mp3,2015-12-15,..\data\amazonas_audio\XC300462-Merops-lafresnayii.mp3,2015-12-15,4
299585,Pyriglena,maura,birds,Western Fire-eye,Brayan Coral Jaramillo,Colombia,"Vda/Minchoy San Francisco, Putumayo",1.2078,-76.8297,C,0:10,call,Response to play back...after song.,XC299585-call pyriglena 00_00_00-00_00_10.mp3,2016-01-17,..\data\amazonas_audio\XC299585-Pyriglena-maura.mp3,2016-01-17,10
296504,Picus,dedemi,birds,Sumatran Woodpecker,Ashley Banwell,Indonesia,"Tadu Raya, Nagan Raya, Aceh",4.1407,96.5067,C,0:08,call,,XC296504-SUMATRAN WOODY (3).MP3,2015-12-05,..\data\amazonas_audio\XC296504-Picus-dedemi.mp3,2015-12-05,8
295796,Saltator,grandis,birds,Cinnamon-bellied Saltator,Alfonso Auerbach,Honduras,"Laguna Villa Royal, Caserío La Paz",13.857,-87.235,C,0:17,song,,XC295796-151216_1538 grayish saltator.MP3,2015-12-17,..\data\amazonas_audio\XC295796-Saltator-grandis.mp3,2015-12-17,17
294139,Delichon,lagopodum,birds,Siberian House Martin,Alexander Hellquist,Russian Federation,"Anadyrskiy rayon, Chukotskiy",64.7095,177.684,C,0:01,call,Adult by nest,XC294139-lock anadyr 20 juni till xeno.mp3,2010-06-20,..\data\amazonas_audio\XC294139-Delichon-lagopodum.mp3,2010-06-20,1
294134,Delichon,lagopodum,birds,Siberian House Martin,Alexander Hellquist,Russian Federation,Khatanga city,71.9769,102.482,C,0:03,call,Adult by nest,XC294134-Hussvala lock Khatanga 10 jul spår 31 till xeno.mp3,2015-07-11,..\data\amazonas_audio\XC294134-Delichon-lagopodum.mp3,2015-07-11,3
294118,Delichon,lagopodum,birds,Siberian House Martin,Alexander Hellquist,Russian Federation,"Tunkinskiy rayon, Buryatiya Republits",51.7179,102.4261,C,0:06,call,,XC294118-hussvala lock o sång tunkadalen spår 18 skiva II till xeno.mp3,2008-06-08,..\data\amazonas_audio\XC294118-Delichon-lagopodum.mp3,2008-06-08,6
279384,Charmosyna,stellae,birds,Stella's Lorikeet,John V. Moore,Papua New Guinea,"""Ambua Lodge"" area, Southern Highlands Province",-5.962,143.067,C,0:09,flight call,Group. Reference: NG5: 15:00-16:20,XC279384-Charmosyna_papou_goliathina_Ambua_12Aug1996_NG5_flightcall.mp3,1996-08-12,..\data\amazonas_audio\XC279384-Charmosyna-stellae.mp3,1996-08-12,9
260233,Ducula,geelvinkiana,birds,Geelvink Imperial Pigeon,Phil Gregory,Indonesia,"Biak Island, Papua ",-1.0806,136.2906,C,0:11,call,"Uncommon and very localised, and clearly a split from Spice Imperial Pigeon, it is more like Elegant or Island Imperial than that species",XC260233-Geelvink I P good 1051.mp3,2015-06-04,..\data\amazonas_audio\XC260233-Ducula-geelvinkiana.mp3,2015-06-04,11
228537,Polioptila,bilineata,birds,White-browed Gnatcatcher,Peter Boesman,Peru,"Bosque Pomac, Lambayeque",-6.4867,-79.7525,C,0:07,song,ID certainty 100%. (Archiv. tape 521 side A track 26 seq. A),XC228537-Tropical Gnatcatcher C 13300.mp3,2007-12-24,..\data\amazonas_audio\XC228537-Polioptila-bilineata.mp3,2007-12-24,7
198718,Gallinago,magellanica,birds,Magellanic Snipe,Alexis Olivares,Chile,"Valdivia, Valdivia Province, Los Ríos Region",-39.8404,-73.2431,C,0:03,natural vocalization,,XC198718-colegial angachilla.mp3,2014-10-10,..\data\amazonas_audio\XC198718-Gallinago-magellanica.mp3,2014-10-10,3
186987,Grallaria,saturata,birds,Equatorial Antpitta,GABRIEL LEITE,Ecuador,"Reserva Yanacocha, Volcan Pichincha, Pichincha",-0.1114,-78.5845,C,0:06,song,,XC186987-Grallaria rufula_Yanacocha_1432.mp3,2014-07-02,..\data\amazonas_audio\XC186987-Grallaria-saturata.mp3,2014-07-02,6
178249,Ducula,cuprea,birds,Malabar Imperial Pigeon,vir joshi,India,"Badgund, Uttara Kannada, Karnataka",15.2687,74.5375,C,0:07,call,,XC178249-mountain i pigion 140507_044.mp3,2014-05-07,..\data\amazonas_audio\XC178249-Ducula-cuprea.mp3,2014-05-07,7
163598,Pyriglena,maura,birds,Western Fire-eye,Frank Lambert,Brazil,"Chapada dos Guimarães, Mato Grosso state",-15.457,-55.68,C,0:17,"call, song",,XC163598-Pyriglena_leuconota_maura-FL Chapada de G Brazil93.mp3,1993-03-00,..\data\amazonas_audio\XC163598-Pyriglena-maura.mp3,,17
159925,Larus,brachyrhynchus,birds,Short-billed Gull,Ian Cruickshank,Canada,"Tower Point, Metchosin, Vancouver Island, BC",48.384758,-123.507113,C,0:07,call,"

Recorded on a Marantz PMD661 recorder using a Sennheiser ME66 microphone.",XC159925-IAC 2013-02-12 T09-27-58 megu.mp3,2013-02-12,..\data\amazonas_audio\XC159925-Larus-brachyrhynchus.mp3,2013-02-12,7
159202,Larus,brachyrhynchus,birds,Short-billed Gull,Ian Cruickshank,Canada,"Rocky Point Bird Observatory, Metchosin, Vancouver Island, BC",48.319734,-123.546288,C,0:03,call,"low mew calls are from adult Mew Gulls.

Recorded on a Marantz PMD661 recorder using a Sennheiser ME66 microphone.",XC159202-IAC 2012-08-13 T06-47-06 MEGU.mp3,2012-08-13,..\data\amazonas_audio\XC159202-Larus-brachyrhynchus.mp3,2012-08-13,3
151451,Chloropsis,moluccensis,birds,Blue-winged Leafbird,Mike Nelson,Malaysia,"Taman Negara, Pahang",4.3864,102.4017,C,0:17,song,,XC151451-Blue-winged LeafbirdMT12013.mp3,2013-09-10,..\data\amazonas_audio\XC151451-Chloropsis-moluccensis.mp3,2013-09-10,17
144158,Streptopelia,xanthocycla,birds,Burmese Collared Dove,Johannes Fischer,Myanmar,"New Bagan, Nyaung-U, Mandalay Region",21.1134,94.8683,C,0:03,"call, song",,XC144158-Collared Dove.mp3,2013-07-26,..\data\amazonas_audio\XC144158-Streptopelia-xanthocycla.mp3,2013-07-26,3
138343,Pitta,vigorsii,birds,Banda Sea Pitta,Colin Trainor,Indonesia,"Mt Waiwuli near Letwurung, East Babar, Maluku Barat Daya, Maluku",-7.8739,129.8033,C,0:07,song,,"XC138343-LS101819 Elegant Pitta 1 song, Lichmera  MP3.mp3",2011-08-11,..\data\amazonas_audio\XC138343-Pitta-vigorsii.mp3,2011-08-11,7
120815,Grallaria,saturata,birds,Equatorial Antpitta,Lars Lachmann,Ecuador,"Reserva Yanacocha, Volcan Pichincha, Pichincha",-0.1114,-78.5845,C,0:02,"call, song",a single two-note call given by a bird feeding at a worm-feeding station,XC120815-Rufous Antpitta_20120316_103320_prep.mp3,2012-03-16,..\data\amazonas_audio\XC120815-Grallaria-saturata.mp3,2012-03-16,2
108836,Grallaria,cajamarcae,birds,Cajamarca Antpitta,Willem-Pier Vellinga,Peru,"Bosque protector Pagaibamba, Chotas, Cajamarca",-6.4334,-79.0667,C,0:11,song,"I am not 100% sure this is Rufous Antpitta, but that is what we were assuming at the time. Not the typical cajamarcae sound....",14082008_049GraRuf.mp3,2008-08-16,..\data\amazonas_audio\XC108836-Grallaria-cajamarcae.mp3,2008-08-16,11
107420,Pomatorhinus,bornensis,birds,Sunda Scimitar Babbler,Lau Jia Sheng,Malaysia,"Johor, Panti Forest Reserve, Ridge Trail",1.8456,103.9401,C,0:07,call,Undescribed?,cbsb_Panti_040812_1.mp3,2012-08-04,..\data\amazonas_audio\XC107420-Pomatorhinus-bornensis.mp3,2012-08-04,7
105468,Saltator,olivascens,birds,Olivaceous Saltator,Albert Lastukhin ,Venezuela,Bachaquero,9.9039,-71.1039,C,0:03,song,,031_Saltator coerulescens.mp3,2011-03-14,..\data\amazonas_audio\XC105468-Saltator-olivascens.mp3,2011-03-14,3
104472,Basileuterus,delattrii,birds,Chestnut-capped Warbler,Myornis,Colombia,"Santa Cecilia, Serrania de San Lucas",7.9759,-74.2153,C,0:16,song,In a mixed species flock,Disc 20 track 041 Basileuters rufifrons.mp3,2010-01-10,..\data\amazonas_audio\XC104472-Basileuterus-delattrii.mp3,2010-01-10,16
102372,Scytalopus,intermedius,birds,Utcubamba Tapaculo,Jon King,Peru,"above Las Palmas, KM402.5, Leymebamba-Abra Barro Negro road, Amazonas",-6.7176,-77.8712,C,0:12,song,"Natural song. Distance to mic. 6m, this individual not seen at time of recording. First notes missed.",Tapaculo_Blackish_intermedius_natsong_19062011_0656_0095.mp3,2011-06-19,..\data\amazonas_audio\XC102372-Scytalopus-intermedius.mp3,2011-06-19,12
95327,Otus,mendeni,birds,Banggai Scops Owl,Frank Lambert,Indonesia,"north-east of Kawalu, Peleng (site 2)",-1.2528,123.3648,C,0:11,song,One of a pair in roadside scrub with some taller trees. These calls probably constitute the song - made from a perched position. Very like or the same as the vocalisations heard in flight,Otus_mendeni-FL song Kawalu_ Peleng ID 25Jun11 50m R09_0043.mp3,2011-06-25,..\data\amazonas_audio\XC95327-Otus-mendeni.mp3,2011-06-25,11
95326,Otus,mendeni,birds,Banggai Scops Owl,Frank Lambert,Indonesia,"north-east of Kawalu, Peleng (site 2)",-1.2528,123.3648,C,0:14,song,One of a pair in roadside scrub with some taller trees. These calls probably constitute the song - made from a perched position. Very like or the same as the vocalisations heard in flight,Otus_mendeni-FL song Kawalu_ Peleng ID 25Jun11 50m R09_0045.mp3,2011-06-25,..\data\amazonas_audio\XC95326-Otus-mendeni.mp3,2011-06-25,14
95325,Otus,mendeni,birds,Banggai Scops Owl,Frank Lambert,Indonesia,"north-east of Kawalu, Peleng (site 2)",-1.2528,123.3648,C,0:12,"call, calls (flight?)",One of a pair in roadside scrub with some taller trees. These calls were probably made in flight,Otus_mendeni-FL flight call Kawalu_ Peleng ID 25Jun11 50m R09_0050.mp3,2011-06-25,..\data\amazonas_audio\XC95325-Otus-mendeni.mp3,2011-06-25,12
